                  螺纹主连 (RBL8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      时间,    开盘,    最高,    最低,    收盘,         成交量,EXPMA1.EXP0  ,EXPMA1.EXP1  ,EXPMA1.EXP2  ,EXPMA1.EXP3  ,EXPMA1.EXP4  ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      , VOL1.VOLUME, VOL1.MAVOL1, VOL1.MAVOL2, VOL1.MAVOL3, VOL1.LB    , VOL1.FZFL  , VOL1.分布  , VOL1.      , VOL1.      , VOL1.      , VOL1.      , VOL1.      ,LH_RQ.REDIAN,LH_RQ.GWANG ,LH_RQ.FL    ,LH_RQ.SL    ,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_KL.多头  ,LH_KL.空头  ,LH_KL.靠拢  ,TTEST.多头  ,TTEST.空头  ,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4 ,LH_KT.抽MA3 ,LH_KT.抽MA2 ,LH_KT.抽MA1 ,LH_KT.超买  ,LH_KT.超买L ,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势  ,LH_DF_SLP.DF01  ,LH_DF_SLP.DF12  ,LH_DF_SLP.DF23  ,LH_DF_SLP.DF34  ,LH_DF_SLP.SLP0  ,LH_DF_SLP.SLP1  ,LH_DF_SLP.SLP2  ,LH_DF_SLP.SLP3  ,LH_DF_SLP.SLP4  ,LH_DF_SLP.MS0   ,LH_DF_SLP.MS1   ,LH_DF_SLP.MS2   ,LH_DF_SLP.MS3   ,LH_DF_SLP.MS0_HT,LH_ZDF.LS    ,LH_ZDF.US    ,LH_ZDF.MAB   ,LH_ZDF.ZFS   ,LH_ZDF.MA_US ,LH_ZDF.MA_LS ,LH_ZDF.LABEL_BSP,LH_ZDF.BIAS0 ,LH_ZDF.BIAS1 ,LH_ZDF.BIAS2 ,LH_ZDF.BIAS3 ,LH_ZDF.BIAS4 
 2022/11/10-22:05,3538,3543,3537,3541,19460,3545.86,3557.98,3567.74,3570.04,3566.15,0,0,0,0,0,0,0,0,0,19460,36587.2,26583.55,23657.53,0.82,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,11,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.76,-2.73,-0.65,1.09,999.66,999.5,999.62,999.72,999.88,999.38,999.37,999.57,999.7,999.54,1,2,5.2,0.58,2.5,1.2,0,-1.01,-4.77,-7.49,-8.14,-7.05
 2022/11/10-22:10,3542,3542,3537,3537,12260,3544.09,3555.98,3566.24,3568.96,3565.67,0,0,0,0,0,0,0,0,0,12260,33164.5,26409.88,23669.14,0.52,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,12,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.67,-2.87,-0.76,0.92,999.5,999.44,999.58,999.7,999.86,999.43,999.4,999.57,999.7,999.58,0,0,5.35,0.93,2.4,1.1,0,-1.66,-5.34,-8.2,-8.95,-8.04
 2022/11/10-22:15,3538,3545,3536,3544,17911,3544.07,3554.84,3565.15,3568.14,3565.31,0,0,0,0,0,0,0,0,0,17911,30949.9,26480.68,23491.14,0.76,0,13,0,0,0,0,0,0,1,1,0,0,0,0,0,13,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.28,-2.89,-0.84,0.79,1000,999.68,999.7,999.77,999.9,999.65,999.5,999.61,999.72,999.75,2,1,5.55,1.08,2.2,1.2,0,0.24,-3.05,-5.93,-6.77,-5.98
 2022/11/10-22:20,3544,3549,3541,3546,27369,3544.46,3554,3564.22,3567.42,3564.99,0,0,0,0,0,0,0,0,0,27369,30237.2,26804.32,23547.32,1.16,0,14,0,0,0,0,0,0,1,0,0,1,0,0,0,14,8,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87,-2.87,-0.9,0.68,1000.11,999.76,999.74,999.8,999.91,999.82,999.59,999.66,999.75,1000.05,3,3,5.6,0.36,2.2,1.35,0,0.63,-2.25,-5.11,-6,-5.33
 2022/11/10-22:25,3546,3546,3540,3542,11881,3543.97,3552.86,3563.14,3566.58,3564.61,0,0,0,0,0,0,0,0,0,11881,27622.5,26915.3,23481.39,0.51,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,15,9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66,-2.88,-0.97,0.55,999.86,999.68,999.7,999.77,999.89,999.87,999.64,999.68,999.76,999.99,2,0,5.55,0.72,2.2,1.45,0,-0.39,-3.06,-5.93,-6.89,-6.34
 2022/11/10-22:30,3542,3542,3538,3542,10791,3543.57,3551.82,3562.1,3565.78,3564.23,0,0,0,0,0,0,0,1,0,10791,20991,26992.75,23433.44,0.46,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,16,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45,-2.88,-1.03,0.43,999.89,999.71,999.71,999.77,999.9,999.96,999.71,999.71,999.78,999.88,4,0,5.45,0,2.05,1.65,0,-0.3,-2.77,-5.64,-6.67,-6.24
 2022/11/10-22:35,3542,3544,3533,3539,29107,3542.66,3550.6,3560.98,3564.9,3563.82,0,0,0,0,0,0,0,0,0,29107,20467.5,27233.78,23537.32,1.24,1,13,0,0,0,0,1,1,0,0,0,1,0,0,0,17,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.37,-2.91,-1.1,0.3,999.74,999.66,999.68,999.75,999.88,999.9,999.7,999.71,999.77,999.82,6,2,5.35,0.56,1.9,1.8,0,-0.89,-3.27,-6.17,-7.26,-6.96
 2022/11/10-22:40,3539,3548,3539,3548,17231,3543.73,3550.35,3560.34,3564.34,3563.56,0,0,0,0,0,0,0,0,0,17231,19421.5,27325.32,23575.55,0.73,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,18,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.93,-2.8,-1.12,0.22,1000.3,999.93,999.82,999.84,999.93,999.95,999.74,999.73,999.78,1000.02,0,0,5.35,1.68,1.8,1.75,0,1.28,-0.66,-3.47,-4.59,-4.37
 2022/11/10-22:45,3547,3551,3544,3546,28597,3544.18,3549.94,3559.65,3563.74,3563.27,0,0,0,0,0,0,0,0,0,28597,19930,27351.25,23693.58,1.21,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,19,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.66,-2.72,-1.15,0.13,1000.13,999.88,999.8,999.83,999.92,1000.02,999.79,999.76,999.8,1000.21,2,4,5.05,0.2,1.85,1.55,0,0.56,-1.11,-3.83,-4.98,-4.85
 2022/11/10-22:50,3546,3551,3545,3546,10266,3544.54,3549.56,3558.98,3563.16,3562.98,0,0,0,0,0,0,0,0,0,10266,18487.3,27029.63,23513.48,0.44,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,20,14,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43,-2.64,-1.17,0.05,1000.1,999.89,999.81,999.84,999.92,1000.07,999.84,999.78,999.82,1000.12,1,5,4.75,0,2.05,1.5,0,0.43,-1,-3.65,-4.82,-4.77
 2022/11/10-22:55,3546,3550,3542,3546,11231,3544.84,3549.22,3558.35,3562.6,3562.7,0,0,0,0,0,0,0,0,0,11231,17664.4,26438.13,23463.68,0.48,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,21,15,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.24,-2.56,-1.19,-0.03,1000.08,999.9,999.82,999.84,999.92,1000.15,999.9,999.82,999.84,1000.09,4,4,4.4,0,2.15,1.6,0,0.34,-0.91,-3.47,-4.66,-4.69
 2022/11/10-23:00,3546,3552,3546,3549,22436,3545.67,3549.2,3557.89,3562.15,3562.47,0,0,0,0,0,0,0,0,0,22436,18682,26703.97,23548.81,0.95,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,22,16,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.97,-2.44,-1.2,-0.09,1000.23,999.99,999.87,999.87,999.94,1000.14,999.92,999.83,999.85,1000.16,0,3,4.3,0.7,2.1,1.55,0,0.92,-0.06,-2.5,-3.69,-3.78
 2022/11/10-09:05,3540,3547,3538,3544,35731,3545.33,3548.71,3557.21,3561.56,3562.17,0,0,0,0,0,0,0,0,0,35731,20464,27041.28,23722.03,1.51,0,9,0,0,0,1,0,1,0,0,0,1,0,0,0,23,17,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.94,-2.39,-1.22,-0.17,999.91,999.86,999.81,999.83,999.91,1000.08,999.91,999.83,999.85,1000.07,2,3,4.4,0.91,2.1,1.6,1,-0.38,-1.33,-3.71,-4.93,-5.1
 2022/11/10-09:10,3545,3549,3540,3548,20361,3545.87,3548.64,3556.76,3561.11,3561.93,0,0,0,0,0,0,0,0,0,20361,19763.2,26875.05,23811.18,0.86,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,24,18,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.76,-2.28,-1.22,-0.23,1000.15,999.98,999.87,999.88,999.93,1000.09,999.93,999.84,999.86,1000.03,5,1,4.2,0.71,2.1,1.85,0,0.58,-0.18,-2.46,-3.68,-3.91
 2022/11/10-09:15,3549,3549,3538,3538,18313,3544.29,3547.63,3555.85,3560.35,3561.54,1,0,0,0,0,0,0,0,0,18313,20406.4,27006.6,23916.78,0.77,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,25,19,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.97,-2.31,-1.27,-0.33,999.56,999.71,999.74,999.79,999.89,999.96,999.89,999.82,999.84,999.85,0,0,4.25,2.59,2.1,1.8,0,-1.74,-2.71,-5.02,-6.28,-6.61
 2022/11/10-09:20,3537,3540,3534,3534,28424,3542.24,3546.33,3554.78,3559.49,3561.08,0,0,0,0,0,0,0,0,0,28424,22169.7,27257.68,24047.16,1.18,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,26,20,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.24,-2.38,-1.32,-0.45,999.42,999.63,999.7,999.76,999.87,999.76,999.8,999.78,999.81,999.49,0,3,3.6,0.83,2.2,1.8,1,-2.23,-3.48,-5.85,-7.16,-7.61
 2022/11/10-09:25,3534,3536,3531,3532,25582,3540.19,3544.96,3553.67,3558.59,3560.6,0,0,0,0,0,0,0,0,0,25582,21817.2,27430.25,24156.71,1.06,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,27,21,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.48,-2.45,-1.38,-0.57,999.42,999.62,999.69,999.75,999.86,999.64,999.74,999.75,999.79,999.42,1,2,3.35,0.6,2.2,1.85,1,-2.18,-3.66,-6.1,-7.47,-8.03
 2022/11/10-09:30,3533,3543,3531,3539,23792,3539.95,3544.4,3552.96,3557.95,3560.25,0,0,0,0,0,0,0,0,0,23792,22473.3,27527.2,24238.82,0.98,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,28,22,8,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.36,-2.41,-1.4,-0.65,999.93,999.84,999.8,999.82,999.9,999.58,999.7,999.73,999.78,999.68,2,4,3.55,1.69,2.15,1.95,0,-0.16,-1.52,-3.93,-5.33,-5.97
 2022/11/10-09:35,3538,3540,3533,3539,12642,3539.76,3543.88,3552.28,3557.33,3559.89,0,0,0,0,0,0,0,0,0,12642,20877.8,27537.93,24189.78,0.52,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,29,23,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25,-2.36,-1.42,-0.72,999.95,999.85,999.81,999.83,999.9,999.68,999.74,999.75,999.79,999.94,5,1,3.35,0.3,1.95,2.15,0,-0.12,-1.38,-3.74,-5.15,-5.87
 2022/11/10-09:40,3539,3543,3536,3541,11805,3540.01,3543.61,3551.73,3556.79,3559.58,0,0,0,0,0,0,0,0,0,11805,21031.7,27605.72,24211.01,0.49,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,30,24,10,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.08,-2.28,-1.42,-0.78,1000.07,999.92,999.85,999.85,999.91,999.84,999.81,999.78,999.81,1000.01,3,2,3.4,0.59,2,2.15,0,0.34,-0.74,-3.02,-4.44,-5.22
 2022/11/10-09:45,3541,3544,3540,3540,9893,3540.01,3543.26,3551.15,3556.24,3559.26,0,0,0,0,0,0,0,0,0,9893,20897.9,27553.88,24217.39,0.41,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,31,25,11,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.97,-2.22,-1.43,-0.85,1000,999.9,999.84,999.85,999.91,999.99,999.88,999.82,999.83,1000.03,0,3,3.3,0.3,2.05,2.1,0,0.05,-0.92,-3.14,-4.57,-5.41
 2022/11/10-09:50,3540,3544,3538,3542,9498,3540.41,3543.14,3550.71,3555.77,3558.97,0,0,0,0,0,0,0,0,0,9498,19604.1,27536.85,24144.23,0.39,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,32,26,12,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8,-2.13,-1.42,-0.9,1000.11,999.97,999.87,999.87,999.92,1000.03,999.91,999.84,999.85,1000.06,2,2,3.15,0.63,2.15,2.2,0,0.48,-0.32,-2.45,-3.87,-4.77
 2022/11/10-09:55,3542,3547,3540,3546,12586,3541.52,3543.42,3550.48,3555.45,3558.76,0,0,0,0,0,0,0,0,0,12586,17289.6,27391.6,24126.87,0.52,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,33,27,13,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.52,-1.99,-1.4,-0.93,1000.32,1000.08,999.94,999.91,999.94,1000.12,999.97,999.87,999.87,1000.21,2,1,3.05,1.31,2.15,2.2,0,1.25,0.73,-1.26,-2.66,-3.59
 2022/11/10-10:00,3547,3549,3543,3545,13316,3542.22,3543.57,3550.21,3555.11,3558.53,0,0,0,0,0,0,0,0,0,13316,16585.1,27453.07,23976.97,0.56,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,34,28,14,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.35,-1.87,-1.38,-0.96,1000.2,1000.04,999.92,999.9,999.94,1000.16,1000,999.89,999.88,1000.26,2,2,3.05,0.66,2.1,2.15,0,0.75,0.4,-1.47,-2.84,-3.8
 2022/11/10-10:05,3546,3548,3543,3546,8815,3542.98,3543.8,3550,3554.81,3558.32,0,0,0,0,0,0,0,0,0,8815,15635.3,27431.6,23903.14,0.37,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,35,29,15,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.18,-1.75,-1.35,-0.99,1000.21,1000.07,999.94,999.92,999.94,1000.21,1000.04,999.92,999.9,1000.2,3,2,2.85,0,2.2,2.2,0,0.8,0.62,-1.13,-2.48,-3.46
 2022/11/10-10:10,3545,3549,3544,3549,9801,3544.18,3544.29,3549.96,3554.62,3558.17,0,0,0,0,0,0,0,0,0,9801,13773,27152.5,23909.78,0.41,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,16,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.04,-1.59,-1.31,-1,1000.34,1000.14,999.99,999.95,999.96,1000.27,1000.08,999.95,999.92,1000.28,1,0,3.05,1.31,2.2,2.05,0,1.28,1.33,-0.27,-1.58,-2.58
 2022/11/10-10:15,3548,3549,3545,3547,10616,3544.74,3544.55,3549.81,3554.37,3557.99,0,0,0,0,0,0,0,0,0,10616,12276.4,26322.43,23936.43,0.44,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,17,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.13,-1.48,-1.28,-1.02,1000.16,1000.07,999.96,999.93,999.95,1000.23,1000.08,999.95,999.92,1000.25,2,1,2.95,0.34,2.15,1.85,0,0.56,0.69,-0.79,-2.07,-3.09
 2022/11/10-10:35,3548,3557,3546,3553,34200,3546.4,3545.36,3549.97,3554.33,3557.9,1,0,0,0,0,0,0,0,0,34200,13317.2,26208.63,24046.14,1.42,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,32,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.4,-1.3,-1.23,-1.01,1000.47,1000.23,1000.04,999.99,999.98,1000.29,1000.13,999.98,999.94,1000.31,2,4,2.75,1.82,2.35,1.95,0,1.75,2.16,0.85,-0.37,-1.38
 2022/11/10-10:40,3554,3559,3552,3558,16293,3548.72,3546.56,3550.36,3554.45,3557.9,0,0,0,0,0,0,0,0,0,16293,13682.3,24187.93,24016.05,0.68,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,19,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.77,-1.07,-1.15,-0.97,1000.65,1000.34,1000.11,1000.03,1000,1000.4,1000.19,1000.02,999.97,1000.56,2,1,2.9,1.38,2.2,1.95,0,2.46,3.23,2.15,1,0.03
 2022/11/10-10:45,3558,3560,3556,3558,21047,3550.57,3547.65,3550.73,3554.56,3557.91,0,0,0,0,0,0,0,0,0,21047,14606.5,23673.25,24094.49,0.87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,20,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,-0.87,-1.08,-0.94,1000.52,1000.31,1000.11,1000.03,1000,1000.45,1000.24,1000.05,1000,1000.59,2,2,2.9,0,2.05,2,1,1.91,2.92,2.05,0.97,0.03
 2022/11/10-10:50,3558,3559,3554,3558,13068,3552.06,3548.64,3551.09,3554.68,3557.91,0,0,0,0,0,0,0,0,0,13068,14924,22518.38,24050.97,0.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,21,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.15,-0.69,-1.01,-0.91,1000.42,1000.28,1000.1,1000.03,1000,1000.52,1000.29,1000.09,1000.02,1000.47,4,1,2.9,0,1.9,2,0,1.48,2.64,1.95,0.94,0.03
 2022/11/10-10:55,3558,3559,3553,3559,10589,3553.45,3549.62,3551.47,3554.82,3557.93,0,0,0,0,0,0,0,0,0,10589,15033.1,21620.93,23953.05,0.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,22,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.27,-0.52,-0.94,-0.87,1000.39,1000.28,1000.11,1000.04,1000.01,1000.5,1000.3,1000.11,1000.03,1000.4,5,0,2.8,0.36,1.75,2.25,0,1.37,2.64,2.12,1.18,0.3
 2022/11/10-11:00,3559,3564,3558,3563,20583,3555.36,3550.9,3552.03,3555.09,3558.01,0,0,0,0,0,0,0,0,0,20583,15832.8,21134.07,24020.77,0.86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.46,-0.32,-0.86,-0.82,1000.54,1000.36,1000.16,1000.08,1000.02,1000.47,1000.31,1000.12,1000.04,1000.46,1,1,2.8,1.43,1.65,2.2,0,1.94,3.41,3.09,2.23,1.4
 2022/11/10-11:05,3562,3567,3560,3566,18792,3557.49,3552.34,3552.72,3555.44,3558.14,0,0,0,0,0,0,0,0,0,18792,16380.4,20741.47,23901.22,0.79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.68,-0.11,-0.77,-0.76,1000.6,1000.41,1000.19,1000.1,1000.04,1000.49,1000.33,1000.14,1000.06,1000.57,2,1,2.85,1.4,1.65,2.05,0,2.17,3.85,3.74,2.97,2.21
 2022/11/10-11:10,3565,3572,3563,3563,35936,3558.59,3553.35,3553.22,3555.69,3558.22,0,0,0,0,0,0,0,0,0,35936,19092.5,20689.18,23904.2,1.5,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1.68,0.04,-0.7,-0.71,1000.31,1000.29,1000.14,1000.07,1000.02,1000.46,1000.33,1000.15,1000.07,1000.45,0,7,2.4,0.83,2,2.05,2,1.03,2.72,2.75,2.06,1.34
 2022/11/10-11:15,3564,3565,3560,3560,18472,3558.87,3553.98,3553.55,3555.83,3558.25,0,0,0,0,0,0,0,0,0,18472,19959.6,19223.32,23608.15,0.78,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.55,0.12,-0.64,-0.68,1000.08,1000.18,1000.09,1000.04,1000.01,1000.38,1000.31,1000.15,1000.07,1000.19,0,1,2.45,1.63,1.9,2.05,0,0.14,1.69,1.82,1.17,0.49
 2022/11/10-11:20,3561,3569,3561,3569,17388,3560.9,3555.41,3554.3,3556.26,3558.43,1,0,1,1,0,0,0,0,0,17388,20636.8,18799.47,23312.87,0.75,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,27,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.74,0.31,-0.55,-0.61,1000.57,1000.4,1000.21,1000.12,1000.05,1000.39,1000.32,1000.16,1000.08,1000.32,0,0,2.75,2.91,1.8,2,0,2.08,3.82,4.14,3.58,2.97
 2022/11/10-11:25,3568,3578,3568,3576,39697,3563.92,3557.37,3555.36,3556.91,3558.72,1,0,0,1,0,0,0,0,0,39697,21186.5,19099.63,23149.65,1.71,0,0,0,0,0,1,0,1,0,0,0,1,4,0,0,0,0,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.09,0.57,-0.44,-0.51,1000.85,1000.55,1000.3,1000.18,1000.08,1000.45,1000.35,1000.19,1000.1,1000.71,0,2,2.85,2.81,1.7,1.9,0,3.14,5.24,5.81,5.37,4.86
 2022/11/10-11:30,3576,3582,3572,3572,40795,3565.53,3558.77,3556.17,3557.41,3558.94,0,0,0,0,0,0,0,0,0,40795,23636.7,19531.7,23020.38,1.77,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.15,0.73,-0.35,-0.43,1000.45,1000.39,1000.23,1000.14,1000.06,1000.49,1000.38,1000.21,1000.12,1000.65,0,6,3,1.33,1.95,1.65,1,1.57,3.72,4.45,4.1,3.67
 2022/11/10-13:35,3566,3568,3554,3555,62494,3563.43,3558.41,3556.11,3557.33,3558.87,1,0,1,1,0,0,0,0,0,62494,27781.4,20476.72,22870.53,2.73,0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,0,30,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.53,0.64,-0.34,-0.43,999.41,999.9,999.98,999.98,999.98,1000.32,1000.31,1000.18,1000.11,999.93,1,2,3.45,3.19,1.95,1.55,0,-2.49,-0.96,-0.31,-0.65,-1.09
 2022/11/10-13:40,3555,3561,3539,3540,54831,3558.74,3556.66,3555.33,3556.76,3558.56,1,0,0,1,0,0,0,0,0,54831,31957.7,21361,22927.8,2.39,0,0,1,0,0,0,0,1,0,1,0,0,7,0,0,0,0,31,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.54,0.37,-0.4,-0.51,998.69,999.51,999.78,999.84,999.91,999.85,1000.09,1000.07,1000.03,999.05,1,6,4.15,3.61,2.1,1.6,0,-5.22,-4.68,-4.31,-4.71,-5.22
 2022/11/10-13:45,3540,3540,3527,3529,99039,3552.79,3554.02,3554.04,3555.85,3558.07,1,0,0,1,0,0,0,0,0,99039,40802.7,23530.47,23502.28,4.21,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,32,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.57,-0.01,-0.51,-0.63,998.33,999.26,999.64,999.74,999.86,999.22,999.76,999.91,999.93,998.51,2,0,4.6,2.39,2,1.6,1,-6.47,-7.04,-7.05,-7.55,-8.17
 2022/11/10-13:50,3528,3534,3528,3531,41153,3548.43,3551.83,3552.92,3555.03,3557.63,0,0,0,0,0,0,0,0,0,41153,42859.7,24111.53,23566.88,1.75,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,33,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1.27,-0.31,-0.59,-0.73,998.77,999.38,999.68,999.77,999.87,998.8,999.51,999.77,999.83,998.55,0,3,4.55,0.66,2.1,1.5,2,-4.6,-5.86,-6.17,-6.76,-7.48
 2022/11/10-13:55,3531,3533,3527,3529,25583,3544.55,3549.65,3551.75,3554.18,3557.15,0,0,0,0,0,0,0,0,0,25583,43538.8,24066.88,23650.08,1.08,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,34,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.8,-0.59,-0.68,-0.84,998.9,999.39,999.67,999.76,999.87,998.67,999.38,999.69,999.78,998.84,2,2,4.55,0.44,2.1,1.5,0,-4.02,-5.82,-6.41,-7.08,-7.91
 2022/11/10-14:00,3529,3537,3529,3535,24684,3542.64,3548.26,3550.94,3553.55,3556.79,0,0,0,0,0,0,0,0,0,24684,42413.6,24386.95,23720.53,1.04,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,4,4,35,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.92,-0.75,-0.74,-0.91,999.46,999.61,999.77,999.82,999.9,998.87,999.41,999.69,999.77,999.18,0,2,4.85,1.24,2.1,1.35,0,-1.81,-3.74,-4.49,-5.22,-6.13
 2022/11/10-14:05,3536,3544,3535,3541,34643,3542.31,3547.57,3550.45,3553.14,3556.53,0,0,0,0,0,0,0,0,0,34643,44030.7,24983.25,23771.59,1.46,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,36,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.76,-0.81,-0.76,-0.95,999.91,999.81,999.86,999.88,999.93,999.26,999.55,999.75,999.81,999.68,1,3,4.9,1.02,2.25,1.35,0,-0.09,-1.85,-2.66,-3.42,-4.37
